path,filename,class,label,width,height,aspect_ratio,brightness
D:\Dataset BDC26\train\0_Recyclable\R_1018.jpg,R_1018.jpg,0_Recyclable,0,204,247,0.8259109311740891,231.69036940012174
D:\Dataset BDC26\train\0_Recyclable\R_1019.jpg,R_1019.jpg,0_Recyclable,0,275,183,1.5027322404371584,118.96666997847326
D:\Dataset BDC26\train\0_Recyclable\R_102.jpg,R_102.jpg,0_Recyclable,0,203,248,0.8185483870967742,196.48647306531066
D:\Dataset BDC26\train\0_Recyclable\R_1020.jpg,R_1020.jpg,0_Recyclable,0,275,183,1.5027322404371584,129.2888160291439
D:\Dataset BDC26\train\0_Recyclable\R_1021.jpg,R_1021.jpg,0_Recyclable,0,251,200,1.255,128.94272908366534
D:\Dataset BDC26\train\0_Recyclable\R_1022.jpg,R_1022.jpg,0_Recyclable,0,275,183,1.5027322404371584,120.63826461334658
D:\Dataset BDC26\train\0_Recyclable\R_1023.jpg,R_1023.jpg,0_Recyclable,0,225,225,1.0,213.02921481481482
D:\Dataset BDC26\train\0_Recyclable\R_1024.jpg,R_1024.jpg,0_Recyclable,0,367,137,2.678832116788321,177.1449578021308
D:\Dataset BDC26\train\0_Recyclable\R_1025.jpg,R_1025.jpg,0_Recyclable,0,259,194,1.3350515463917525,140.28412211917365
D:\Dataset BDC26\train\0_Recyclable\R_1026.jpg,R_1026.jpg,0_Recyclable,0,225,225,1.0,204.0677991769547
D:\Dataset BDC26\train\0_Recyclable\R_1027.jpg,R_1027.jpg,0_Recyclable,0,224,224,1.0,184.18706154336735
D:\Dataset BDC26\train\0_Recyclable\R_1028.jpg,R_1028.jpg,0_Recyclable,0,300,168,1.7857142857142858,122.58694444444444
D:\Dataset BDC26\train\0_Recyclable\R_1029.jpg,R_1029.jpg,0_Recyclable,0,251,201,1.2487562189054726,134.33508420711846
D:\Dataset BDC26\train\0_Recyclable\R_103.jpg,R_103.jpg,0_Recyclable,0,179,282,0.6347517730496454,39.73764808431395
D:\Dataset BDC26\train\0_Recyclable\R_1030.jpg,R_1030.jpg,0_Recyclable,0,259,194,1.3350515463917525,132.0736377025037
D:\Dataset BDC26\train\0_Recyclable\R_1031.jpg,R_1031.jpg,0_Recyclable,0,259,194,1.3350515463917525,187.96925128368426
D:\Dataset BDC26\train\0_Recyclable\R_1032.jpg,R_1032.jpg,0_Recyclable,0,300,168,1.7857142857142858,202.5180687830688
D:\Dataset BDC26\train\0_Recyclable\R_1033.jpg,R_1033.jpg,0_Recyclable,0,225,225,1.0,228.5179390946502
D:\Dataset BDC26\train\0_Recyclable\R_1034.jpg,R_1034.jpg,0_Recyclable,0,297,169,1.757396449704142,182.09308070846532
D:\Dataset BDC26\train\0_Recyclable\R_1035.jpg,R_1035.jpg,0_Recyclable,0,225,225,1.0,214.90206419753088
D:\Dataset BDC26\train\0_Recyclable\R_1036.jpg,R_1036.jpg,0_Recyclable,0,241,209,1.1531100478468899,208.23612407102254
D:\Dataset BDC26\train\0_Recyclable\R_1037.jpg,R_1037.jpg,0_Recyclable,0,225,225,1.0,154.75791275720167
D:\Dataset BDC26\train\0_Recyclable\R_1038.jpg,R_1038.jpg,0_Recyclable,0,274,184,1.4891304347826086,171.69157278112766
D:\Dataset BDC26\train\0_Recyclable\R_1039.jpg,R_1039.jpg,0_Recyclable,0,299,169,1.7692307692307692,135.43668902917682
D:\Dataset BDC26\train\0_Recyclable\R_104.jpg,R_104.jpg,0_Recyclable,0,267,189,1.4126984126984128,227.29176492347528
D:\Dataset BDC26\train\0_Recyclable\R_1040.jpg,R_1040.jpg,0_Recyclable,0,217,233,0.9313304721030042,209.93482460130667
D:\Dataset BDC26\train\0_Recyclable\R_1041.jpg,R_1041.jpg,0_Recyclable,0,258,195,1.323076923076923,184.85075200424038
D:\Dataset BDC26\train\0_Recyclable\R_1042.jpg,R_1042.jpg,0_Recyclable,0,300,168,1.7857142857142858,182.52763888888887
D:\Dataset BDC26\train\0_Recyclable\R_1043.jpg,R_1043.jpg,0_Recyclable,0,276,183,1.5081967213114753,121.72950159710672
D:\Dataset BDC26\train\0_Recyclable\R_1044.jpg,R_1044.jpg,0_Recyclable,0,259,194,1.3350515463917525,170.0265958152556
D:\Dataset BDC26\train\0_Recyclable\R_1045.jpg,R_1045.jpg,0_Recyclable,0,297,169,1.757396449704142,165.68940556120043
D:\Dataset BDC26\train\0_Recyclable\R_1046.jpg,R_1046.jpg,0_Recyclable,0,225,225,1.0,131.6631901234568
D:\Dataset BDC26\train\0_Recyclable\R_1047.jpg,R_1047.jpg,0_Recyclable,0,298,169,1.7633136094674555,237.73342996703863
D:\Dataset BDC26\train\0_Recyclable\R_1048.jpg,R_1048.jpg,0_Recyclable,0,225,225,1.0,237.50479670781894
D:\Dataset BDC26\train\0_Recyclable\R_1049.jpg,R_1049.jpg,0_Recyclable,0,318,159,2.0,174.53987184051266
D:\Dataset BDC26\train\0_Recyclable\R_105.jpg,R_105.jpg,0_Recyclable,0,274,184,1.4891304347826086,228.08663916217074
D:\Dataset BDC26\train\0_Recyclable\R_1050.jpg,R_1050.jpg,0_Recyclable,0,275,183,1.5027322404371584,107.61129988408679
D:\Dataset BDC26\train\0_Recyclable\R_1051.jpg,R_1051.jpg,0_Recyclable,0,289,174,1.660919540229885,157.3443967174429
D:\Dataset BDC26\train\0_Recyclable\R_1052.jpg,R_1052.jpg,0_Recyclable,0,300,168,1.7857142857142858,108.72246031746033
D:\Dataset BDC26\train\0_Recyclable\R_1053.jpg,R_1053.jpg,0_Recyclable,0,300,168,1.7857142857142858,162.7816798941799
D:\Dataset BDC26\train\0_Recyclable\R_1054.jpg,R_1054.jpg,0_Recyclable,0,300,168,1.7857142857142858,139.57626322751324
D:\Dataset BDC26\train\0_Recyclable\R_1055.jpg,R_1055.jpg,0_Recyclable,0,300,168,1.7857142857142858,123.0014484126984
D:\Dataset BDC26\train\0_Recyclable\R_1056.jpg,R_1056.jpg,0_Recyclable,0,225,225,1.0,205.37778436213992
D:\Dataset BDC26\train\0_Recyclable\R_1057.jpg,R_1057.jpg,0_Recyclable,0,326,155,2.1032258064516127,76.47742595157992
D:\Dataset BDC26\train\0_Recyclable\R_1058.jpg,R_1058.jpg,0_Recyclable,0,275,183,1.5027322404371584,208.43822487166753
D:\Dataset BDC26\train\0_Recyclable\R_1059.jpg,R_1059.jpg,0_Recyclable,0,318,159,2.0,183.52603404401194
D:\Dataset BDC26\train\0_Recyclable\R_106.jpg,R_106.jpg,0_Recyclable,0,225,225,1.0,242.32005267489714
D:\Dataset BDC26\train\0_Recyclable\R_1060.jpg,R_1060.jpg,0_Recyclable,0,274,184,1.4891304347826086,173.9842047498149
D:\Dataset BDC26\train\0_Recyclable\R_1061.jpg,R_1061.jpg,0_Recyclable,0,275,183,1.5027322404371584,202.38840867693327
D:\Dataset BDC26\train\0_Recyclable\R_1062.jpg,R_1062.jpg,0_Recyclable,0,300,168,1.7857142857142858,237.98710317460316
D:\Dataset BDC26\train\0_Recyclable\R_1063.jpg,R_1063.jpg,0_Recyclable,0,246,205,1.2,116.35864895234317
D:\Dataset BDC26\train\0_Recyclable\R_1064.jpg,R_1064.jpg,0_Recyclable,0,290,174,1.6666666666666667,140.55119566653457
D:\Dataset BDC26\train\0_Recyclable\R_1065.jpg,R_1065.jpg,0_Recyclable,0,275,183,1.5027322404371584,129.34746812386155
D:\Dataset BDC26\train\0_Recyclable\R_1066.jpg,R_1066.jpg,0_Recyclable,0,261,193,1.3523316062176165,121.22565660175094
D:\Dataset BDC26\train\0_Recyclable\R_1067.jpg,R_1067.jpg,0_Recyclable,0,263,192,1.3697916666666667,160.4774371567385
D:\Dataset BDC26\train\0_Recyclable\R_1068.jpg,R_1068.jpg,0_Recyclable,0,275,183,1.5027322404371584,201.54633548600762
D:\Dataset BDC26\train\0_Recyclable\R_1069.jpg,R_1069.jpg,0_Recyclable,0,225,225,1.0,223.38816790123454
D:\Dataset BDC26\train\0_Recyclable\R_107.jpg,R_107.jpg,0_Recyclable,0,275,183,1.5027322404371584,237.27074018877298
D:\Dataset BDC26\train\0_Recyclable\R_1070.jpg,R_1070.jpg,0_Recyclable,0,280,180,1.5555555555555556,160.4904761904762
D:\Dataset BDC26\train\0_Recyclable\R_1071.jpg,R_1071.jpg,0_Recyclable,0,399,126,3.1666666666666665,148.6768707482993
D:\Dataset BDC26\train\0_Recyclable\R_1072.jpg,R_1072.jpg,0_Recyclable,0,225,225,1.0,203.27263868312755
D:\Dataset BDC26\train\0_Recyclable\R_1073.jpg,R_1073.jpg,0_Recyclable,0,247,204,1.2107843137254901,103.70575004630733
D:\Dataset BDC26\train\0_Recyclable\R_1074.jpg,R_1074.jpg,0_Recyclable,0,318,159,2.0,134.84386166159038
D:\Dataset BDC26\train\0_Recyclable\R_1075.jpg,R_1075.jpg,0_Recyclable,0,315,160,1.96875,201.31110449735448
D:\Dataset BDC26\train\0_Recyclable\R_1076.jpg,R_1076.jpg,0_Recyclable,0,275,183,1.5027322404371584,136.99690677264448
D:\Dataset BDC26\train\0_Recyclable\R_1077.jpg,R_1077.jpg,0_Recyclable,0,294,172,1.7093023255813953,238.25862205347255
D:\Dataset BDC26\train\0_Recyclable\R_1078.jpg,R_1078.jpg,0_Recyclable,0,286,176,1.625,171.8657289680017
D:\Dataset BDC26\train\0_Recyclable\R_1079.jpg,R_1079.jpg,0_Recyclable,0,279,181,1.5414364640883977,129.1330059341109
D:\Dataset BDC26\train\0_Recyclable\R_108.jpg,R_108.jpg,0_Recyclable,0,183,275,0.6654545454545454,163.72081470442126
D:\Dataset BDC26\train\0_Recyclable\R_1080.jpg,R_1080.jpg,0_Recyclable,0,225,225,1.0,181.23647736625514
D:\Dataset BDC26\train\0_Recyclable\R_1081.jpg,R_1081.jpg,0_Recyclable,0,275,183,1.5027322404371584,165.44545123364796
D:\Dataset BDC26\train\0_Recyclable\R_1082.jpg,R_1082.jpg,0_Recyclable,0,275,183,1.5027322404371584,134.8876237787713
D:\Dataset BDC26\train\0_Recyclable\R_1083.jpg,R_1083.jpg,0_Recyclable,0,225,225,1.0,241.7177613168724
D:\Dataset BDC26\train\0_Recyclable\R_1084.jpg,R_1084.jpg,0_Recyclable,0,225,225,1.0,205.24762469135803
D:\Dataset BDC26\train\0_Recyclable\R_1085.jpg,R_1085.jpg,0_Recyclable,0,190,265,0.7169811320754716,194.3325521350546
D:\Dataset BDC26\train\0_Recyclable\R_1086.jpg,R_1086.jpg,0_Recyclable,0,246,205,1.2,178.19352237424815
D:\Dataset BDC26\train\0_Recyclable\R_1087.jpg,R_1087.jpg,0_Recyclable,0,225,225,1.0,250.61069958847736
D:\Dataset BDC26\train\0_Recyclable\R_1088.jpg,R_1088.jpg,0_Recyclable,0,244,206,1.1844660194174756,246.96617857711283
D:\Dataset BDC26\train\0_Recyclable\R_1089.jpg,R_1089.jpg,0_Recyclable,0,225,225,1.0,204.33968065843624
D:\Dataset BDC26\train\0_Recyclable\R_109.jpg,R_109.jpg,0_Recyclable,0,188,268,0.7014925373134329,96.29545755266223
D:\Dataset BDC26\train\0_Recyclable\R_1090.jpg,R_1090.jpg,0_Recyclable,0,300,168,1.7857142857142858,139.30657407407406
D:\Dataset BDC26\train\0_Recyclable\R_1091.jpg,R_1091.jpg,0_Recyclable,0,225,225,1.0,131.42192592592593
D:\Dataset BDC26\train\0_Recyclable\R_1092.jpg,R_1092.jpg,0_Recyclable,0,224,224,1.0,226.1249800701531
D:\Dataset BDC26\train\0_Recyclable\R_1093.jpg,R_1093.jpg,0_Recyclable,0,274,184,1.4891304347826086,97.20514651433409
D:\Dataset BDC26\train\0_Recyclable\R_1094.jpg,R_1094.jpg,0_Recyclable,0,281,179,1.5698324022346368,112.45102951019571
D:\Dataset BDC26\train\0_Recyclable\R_1095.jpg,R_1095.jpg,0_Recyclable,0,290,174,1.6666666666666667,146.98042013476024
D:\Dataset BDC26\train\0_Recyclable\R_1096.jpg,R_1096.jpg,0_Recyclable,0,241,209,1.1531100478468899,186.59702065423838
D:\Dataset BDC26\train\0_Recyclable\R_1097.jpg,R_1097.jpg,0_Recyclable,0,234,216,1.0833333333333333,191.79087527698638
D:\Dataset BDC26\train\0_Recyclable\R_1098.jpg,R_1098.jpg,0_Recyclable,0,220,229,0.9606986899563319,217.7973203652243
D:\Dataset BDC26\train\0_Recyclable\R_1099.jpg,R_1099.jpg,0_Recyclable,0,275,183,1.5027322404371584,122.82850803113098
D:\Dataset BDC26\train\0_Recyclable\R_11.jpg,R_11.jpg,0_Recyclable,0,275,183,1.5027322404371584,228.21148534525585
D:\Dataset BDC26\train\0_Recyclable\R_110.jpg,R_110.jpg,0_Recyclable,0,180,195,0.9230769230769231,211.7782336182336
D:\Dataset BDC26\train\0_Recyclable\R_1100.jpg,R_1100.jpg,0_Recyclable,0,213,236,0.902542372881356,231.36226492665978
D:\Dataset BDC26\train\0_Recyclable\R_1101.jpg,R_1101.jpg,0_Recyclable,0,395,127,3.1102362204724407,232.99066414166586
D:\Dataset BDC26\train\0_Recyclable\R_1102.jpg,R_1102.jpg,0_Recyclable,0,379,133,2.8496240601503757,205.3290812783939
D:\Dataset BDC26\train\0_Recyclable\R_1103.jpg,R_1103.jpg,0_Recyclable,0,360,140,2.5714285714285716,160.21141534391532
D:\Dataset BDC26\train\0_Recyclable\R_1104.jpg,R_1104.jpg,0_Recyclable,0,299,169,1.7692307692307692,156.22523467442429
D:\Dataset BDC26\train\0_Recyclable\R_1105.jpg,R_1105.jpg,0_Recyclable,0,225,225,1.0,182.64410205761317
D:\Dataset BDC26\train\0_Recyclable\R_1106.jpg,R_1106.jpg,0_Recyclable,0,225,225,1.0,241.4354502057613
D:\Dataset BDC26\train\0_Recyclable\R_1107.jpg,R_1107.jpg,0_Recyclable,0,225,225,1.0,236.78297942386834
D:\Dataset BDC26\train\0_Recyclable\R_1108.jpg,R_1108.jpg,0_Recyclable,0,300,168,1.7857142857142858,134.2061441798942
D:\Dataset BDC26\train\0_Recyclable\R_1109.jpg,R_1109.jpg,0_Recyclable,0,225,225,1.0,173.29321481481483
D:\Dataset BDC26\train\0_Recyclable\R_111.jpg,R_111.jpg,0_Recyclable,0,169,298,0.5671140939597316,232.32580119931694
D:\Dataset BDC26\train\0_Recyclable\R_1110.jpg,R_1110.jpg,0_Recyclable,0,300,168,1.7857142857142858,204.63049603174602
D:\Dataset BDC26\train\0_Recyclable\R_1111.jpg,R_1111.jpg,0_Recyclable,0,389,129,3.0155038759689923,156.6771487216277
D:\Dataset BDC26\train\0_Recyclable\R_1112.jpg,R_1112.jpg,0_Recyclable,0,282,178,1.5842696629213484,176.55990517172685
D:\Dataset BDC26\train\0_Recyclable\R_1113.jpg,R_1113.jpg,0_Recyclable,0,225,225,1.0,240.82902386831276
D:\Dataset BDC26\train\0_Recyclable\R_1114.jpg,R_1114.jpg,0_Recyclable,0,225,225,1.0,243.784612345679
D:\Dataset BDC26\train\0_Recyclable\R_1115.jpg,R_1115.jpg,0_Recyclable,0,299,168,1.7797619047619047,223.01881934490632
D:\Dataset BDC26\train\0_Recyclable\R_1116.jpg,R_1116.jpg,0_Recyclable,0,300,168,1.7857142857142858,164.2445171957672
D:\Dataset BDC26\train\0_Recyclable\R_1117.jpg,R_1117.jpg,0_Recyclable,0,300,168,1.7857142857142858,148.76031746031745
D:\Dataset BDC26\train\0_Recyclable\R_1118.jpg,R_1118.jpg,0_Recyclable,0,290,174,1.6666666666666667,158.364136609856
D:\Dataset BDC26\train\0_Recyclable\R_1119.jpg,R_1119.jpg,0_Recyclable,0,220,165,1.3333333333333333,137.50582185491274
D:\Dataset BDC26\train\0_Recyclable\R_112.jpg,R_112.jpg,0_Recyclable,0,251,201,1.2487562189054726,205.55816534855603
D:\Dataset BDC26\train\0_Recyclable\R_1120.jpg,R_1120.jpg,0_Recyclable,0,300,168,1.7857142857142858,29.995423280423278
D:\Dataset BDC26\train\0_Recyclable\R_1121.jpg,R_1121.jpg,0_Recyclable,0,259,194,1.3350515463917525,158.04801708925422
D:\Dataset BDC26\train\0_Recyclable\R_1122.jpg,R_1122.jpg,0_Recyclable,0,225,225,1.0,160.34047736625513
D:\Dataset BDC26\train\0_Recyclable\R_1123.jpg,R_1123.jpg,0_Recyclable,0,297,170,1.7470588235294118,181.07989700930878
D:\Dataset BDC26\train\0_Recyclable\R_1124.jpg,R_1124.jpg,0_Recyclable,0,300,168,1.7857142857142858,176.91198412698415
D:\Dataset BDC26\train\0_Recyclable\R_1125.jpg,R_1125.jpg,0_Recyclable,0,305,165,1.8484848484848484,211.42193078324226
D:\Dataset BDC26\train\0_Recyclable\R_1126.jpg,R_1126.jpg,0_Recyclable,0,183,275,0.6654545454545454,238.62338135452887
D:\Dataset BDC26\train\0_Recyclable\R_1127.jpg,R_1127.jpg,0_Recyclable,0,275,183,1.5027322404371584,111.24194071866202
D:\Dataset BDC26\train\0_Recyclable\R_1128.jpg,R_1128.jpg,0_Recyclable,0,225,225,1.0,211.1003061728395
D:\Dataset BDC26\train\0_Recyclable\R_1129.jpg,R_1129.jpg,0_Recyclable,0,225,225,1.0,235.8797497942387
D:\Dataset BDC26\train\0_Recyclable\R_113.jpg,R_113.jpg,0_Recyclable,0,263,192,1.3697916666666667,227.36053680819603
D:\Dataset BDC26\train\0_Recyclable\R_1130.jpg,R_1130.jpg,0_Recyclable,0,275,183,1.5027322404371584,143.69653253849972
D:\Dataset BDC26\train\0_Recyclable\R_1131.jpg,R_1131.jpg,0_Recyclable,0,225,225,1.0,224.82683127572014
D:\Dataset BDC26\train\0_Recyclable\R_1132.jpg,R_1132.jpg,0_Recyclable,0,290,174,1.6666666666666667,123.3043466772361
D:\Dataset BDC26\train\0_Recyclable\R_1133.jpg,R_1133.jpg,0_Recyclable,0,259,194,1.3350515463917525,166.52260213084955
D:\Dataset BDC26\train\0_Recyclable\R_1134.jpg,R_1134.jpg,0_Recyclable,0,275,183,1.5027322404371584,102.97052492134459
D:\Dataset BDC26\train\0_Recyclable\R_1135.jpg,R_1135.jpg,0_Recyclable,0,275,183,1.5027322404371584,29.55625103493956
D:\Dataset BDC26\train\0_Recyclable\R_1136.jpg,R_1136.jpg,0_Recyclable,0,213,237,0.8987341772151899,176.05227709435235
D:\Dataset BDC26\train\0_Recyclable\R_1137.jpg,R_1137.jpg,0_Recyclable,0,207,244,0.8483606557377049,245.02891291148595
D:\Dataset BDC26\train\0_Recyclable\R_1138.jpg,R_1138.jpg,0_Recyclable,0,287,175,1.64,201.59464410154305
D:\Dataset BDC26\train\0_Recyclable\R_1139.jpg,R_1139.jpg,0_Recyclable,0,299,169,1.7692307692307692,106.53540071111463
D:\Dataset BDC26\train\0_Recyclable\R_114.jpg,R_114.jpg,0_Recyclable,0,301,167,1.8023952095808384,134.50831227909626
D:\Dataset BDC26\train\0_Recyclable\R_1140.jpg,R_1140.jpg,0_Recyclable,0,275,183,1.5027322404371584,198.06279847656893
D:\Dataset BDC26\train\0_Recyclable\R_1141.jpg,R_1141.jpg,0_Recyclable,0,360,140,2.5714285714285716,136.17741402116403
D:\Dataset BDC26\train\0_Recyclable\R_1142.jpg,R_1142.jpg,0_Recyclable,0,225,225,1.0,131.10008230452675
D:\Dataset BDC26\train\0_Recyclable\R_1143.jpg,R_1143.jpg,0_Recyclable,0,299,168,1.7797619047619047,121.944132558263
D:\Dataset BDC26\train\0_Recyclable\R_1144.jpg,R_1144.jpg,0_Recyclable,0,359,140,2.5642857142857145,155.6936065791219
D:\Dataset BDC26\train\0_Recyclable\R_1145.jpg,R_1145.jpg,0_Recyclable,0,301,167,1.8023952095808384,112.54073911976711
D:\Dataset BDC26\train\0_Recyclable\R_1146.jpg,R_1146.jpg,0_Recyclable,0,225,225,1.0,179.17630288065843
D:\Dataset BDC26\train\0_Recyclable\R_1147.jpg,R_1147.jpg,0_Recyclable,0,300,168,1.7857142857142858,145.46226851851853
D:\Dataset BDC26\train\0_Recyclable\R_1148.jpg,R_1148.jpg,0_Recyclable,0,225,225,1.0,116.78598189300412
D:\Dataset BDC26\train\0_Recyclable\R_1149.jpg,R_1149.jpg,0_Recyclable,0,276,183,1.5081967213114753,233.75502230669727
D:\Dataset BDC26\train\0_Recyclable\R_115.jpg,R_115.jpg,0_Recyclable,0,314,161,1.950310559006211,147.27848109612162
D:\Dataset BDC26\train\0_Recyclable\R_1150.jpg,R_1150.jpg,0_Recyclable,0,310,162,1.9135802469135803,107.14658170715518
D:\Dataset BDC26\train\0_Recyclable\R_1151.jpg,R_1151.jpg,0_Recyclable,0,225,224,1.0044642857142858,198.32680555555555
D:\Dataset BDC26\train\0_Recyclable\R_1152.jpg,R_1152.jpg,0_Recyclable,0,285,177,1.6101694915254237,142.13041926851025
D:\Dataset BDC26\train\0_Recyclable\R_1153.jpg,R_1153.jpg,0_Recyclable,0,225,225,1.0,96.44955390946502
D:\Dataset BDC26\train\0_Recyclable\R_1154.jpg,R_1154.jpg,0_Recyclable,0,225,225,1.0,113.24230452674897
D:\Dataset BDC26\train\0_Recyclable\R_1155.jpg,R_1155.jpg,0_Recyclable,0,259,194,1.3350515463917525,244.59842242831937
D:\Dataset BDC26\train\0_Recyclable\R_1156.jpg,R_1156.jpg,0_Recyclable,0,225,225,1.0,232.64163950617282
D:\Dataset BDC26\train\0_Recyclable\R_1157.jpg,R_1157.jpg,0_Recyclable,0,316,160,1.975,208.16944224683547
D:\Dataset BDC26\train\0_Recyclable\R_1158.jpg,R_1158.jpg,0_Recyclable,0,202,250,0.808,239.60912211221122
D:\Dataset BDC26\train\0_Recyclable\R_1159.jpg,R_1159.jpg,0_Recyclable,0,276,183,1.5081967213114753,224.83374250943746
D:\Dataset BDC26\train\0_Recyclable\R_116.jpg,R_116.jpg,0_Recyclable,0,275,183,1.5027322404371584,127.46907766186455
D:\Dataset BDC26\train\0_Recyclable\R_1160.jpg,R_1160.jpg,0_Recyclable,0,310,163,1.901840490797546,130.58152912461244
D:\Dataset BDC26\train\0_Recyclable\R_1161.jpg,R_1161.jpg,0_Recyclable,0,225,225,1.0,141.44350946502058
D:\Dataset BDC26\train\0_Recyclable\R_1162.jpg,R_1162.jpg,0_Recyclable,0,300,168,1.7857142857142858,142.1516931216931
D:\Dataset BDC26\train\0_Recyclable\R_1163.jpg,R_1163.jpg,0_Recyclable,0,416,121,3.43801652892562,127.29468637423183
D:\Dataset BDC26\train\0_Recyclable\R_1164.jpg,R_1164.jpg,0_Recyclable,0,300,168,1.7857142857142858,116.5961970899471
D:\Dataset BDC26\train\0_Recyclable\R_1165.jpg,R_1165.jpg,0_Recyclable,0,222,227,0.9779735682819384,242.5783029725761
D:\Dataset BDC26\train\0_Recyclable\R_1166.jpg,R_1166.jpg,0_Recyclable,0,233,216,1.0787037037037037,234.06065543368834
D:\Dataset BDC26\train\0_Recyclable\R_1167.jpg,R_1167.jpg,0_Recyclable,0,275,183,1.5027322404371584,105.52323232323232
D:\Dataset BDC26\train\0_Recyclable\R_1168.jpg,R_1168.jpg,0_Recyclable,0,225,225,1.0,205.35035390946504
D:\Dataset BDC26\train\0_Recyclable\R_1169.jpg,R_1169.jpg,0_Recyclable,0,225,225,1.0,183.00865185185185
D:\Dataset BDC26\train\0_Recyclable\R_117.jpg,R_117.jpg,0_Recyclable,0,179,281,0.6370106761565836,249.51963259706952
D:\Dataset BDC26\train\0_Recyclable\R_1170.jpg,R_1170.jpg,0_Recyclable,0,318,159,2.0,95.95879646111045
D:\Dataset BDC26\train\0_Recyclable\R_1171.jpg,R_1171.jpg,0_Recyclable,0,300,168,1.7857142857142858,134.0794246031746
D:\Dataset BDC26\train\0_Recyclable\R_1172.jpg,R_1172.jpg,0_Recyclable,0,225,225,1.0,233.4944592592593
D:\Dataset BDC26\train\0_Recyclable\R_1173.jpg,R_1173.jpg,0_Recyclable,0,259,194,1.3350515463917525,72.90720986081811
D:\Dataset BDC26\train\0_Recyclable\R_1174.jpg,R_1174.jpg,0_Recyclable,0,318,159,2.0,201.51556504885093
D:\Dataset BDC26\train\0_Recyclable\R_1175.jpg,R_1175.jpg,0_Recyclable,0,379,133,2.8496240601503757,202.3563790743349
D:\Dataset BDC26\train\0_Recyclable\R_1176.jpg,R_1176.jpg,0_Recyclable,0,429,117,3.6666666666666665,130.8479137197086
D:\Dataset BDC26\train\0_Recyclable\R_1177.jpg,R_1177.jpg,0_Recyclable,0,265,190,1.394736842105263,107.26154253558424
D:\Dataset BDC26\train\0_Recyclable\R_1178.jpg,R_1178.jpg,0_Recyclable,0,255,198,1.2878787878787878,160.9964349376114
D:\Dataset BDC26\train\0_Recyclable\R_1179.jpg,R_1179.jpg,0_Recyclable,0,284,177,1.6045197740112995,126.75263918728945
